uid,id_tertiaire,title,original_title,release_date,budget,revenue,popularity,vote_average,vote_count,overview,tagline,director_id,name
14177,beauty_shop_2005,Beauty Shop,Beauty Shop,2005-06-02,25000000.0,36351350.0,5,5.4,115,"You thought you'd heard it all in the barbershop, but you haven't heard anything yet - the women get their own chance to shampoo, shine, and speak their minds in Beauty Shop.",A Cut Above,5561,Bille Woodruff
198185,million_dollar_arm_2014,Million Dollar Arm,Million Dollar Arm,2014-05-09,25000000.0,38307627.0,17,6.6,259,"In a last-ditch effort to save his career, sports agent JB Bernstein (Jon Hamm) dreams up a wild game plan to find Major League Baseball’s next great pitcher from a pool of cricket players in India. He soon discovers two young men who can throw a fastball but know nothing about the game of baseball. Or America. It’s an incredible and touching journey that will change them all — especially JB, who learns valuable lessons about teamwork, commitment and family.","Sometimes to win, sometimes you have to change the game",5078,Craig Gillespie
227156,the_giver_2014,The Giver,The Giver,2014-08-11,25000000.0,66980456.0,53,6.4,1798,"In a seemingly perfect community, without war, pain, suffering, differences or choice, a young boy is chosen to learn from an elderly man about the true pain and pleasure of the ""real"" world.",Search for truth. Find freedom.,4880,Phillip Noyce
10735,what_a_girl_wants_2003,What a Girl Wants,What a Girl Wants,2003-03-27,,,7,5.8,368,"An American girl, Daphne, heads to Europe in search of the father she's never met. But instead of finding a British version of her bohemian mother, she learns the love of her mom's life is an uptight politician. The only problem now is that her long-lost dad is engaged to a fiercely territorial social climber with a daughter who makes Daphne's life miserable.",Trying to fit in. Born to stand out.,5334,Dennie Gordon
11351,jeepers_creepers_2_2003,Jeepers Creepers 2,Jeepers Creepers 2,2003-08-08,17000000.0,63102666.0,19,5.5,299,"After 23 horrifying days of gorging on human flesh, an ancient creature known as the Creeper embarks on a final voracious feeding frenzy, terrorizing a group of varsity basketball players, cheerleaders and coaches stranded on a remote highway when their bus breaks down. The terrified group is forced to come together and do battle against the winged creature hell-bent on completing its grizzly ritual.",He can taste your fear.,5562,Victor Salva
10030,good_luck_chuck_2007,Good Luck Chuck,Good Luck Chuck,2007-09-21,25000000.0,59192128.0,21,5.5,444,"Cursed since childhood, dentist Charlie Kagan cannot find the right woman. Even worse, he learns that each of his ex-girlfriends finds true love with the man she meets after her relationship with him ends. Hearing of Charlie's reputation as a good-luck charm, women from all over line up for a quick tryst. But when Charlie meets the woman of his dreams, he must find a way to break the curse or risk losing her to the next man she meets.",He has to break his curse before she breaks his heart.,5563,Mark Helfrich
10623,cradle_2_the_grave_2003,Cradle 2 the Grave,Cradle 2 the Grave,2003-02-28,25000000.0,56489558.0,12,5.8,236,"Gang leader Tony pulls off a major diamond heist with his crew, but cop-turned-criminal Ling knows who has the loot and responds by kidnapping Tony's daughter and holding her for ransom. Unfortunately, Tony's lost the diamonds as well. As he frantically searches for his daughter and the jewels, Tony pairs with a high-kicking government agent who once worked with Ling and seeks revenge on him.",Mortal enemies make dangerous friends.,5061,Andrzej Bartkowiak
590,the_hours_2002,The Hours,The Hours,2002-12-27,25000000.0,41597830.0,20,7.0,451,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",The time to hide is over. The time to regret is gone. The time to live is now.,5323,Stephen Daldry
9655,shes_the_man_2006,She's the Man,She's the Man,2006-03-17,20000000.0,33889159.0,10,6.4,671,"Viola Johnson is in a real jam. Complications threaten her scheme to pose as her twin brother, Sebastian, and take his place at a new boarding school. She falls in love with her handsome roommate, Duke, who loves beautiful Olivia, who has fallen for Sebastian! As if that were not enough, Viola's twin returns from London ahead of schedule but has no idea that his sister has already replaced him on campus.","If you wanna chase your dream, sometimes you gotta break the rules.",5203,Andy Fickman
1268,mr_beans_holiday_2007,Mr. Bean's Holiday,Mr. Bean's Holiday,2007-03-22,25000000.0,229736344.0,27,6.1,663,"Mr. Bean wins a trip to Cannes where he unwittingly separates a young boy from his father and must help the two reunite. On the way he discovers France, bicycling and true love, among other things.",Disaster has a passport.,5564,Steve Bendelack
11237,anacondas_the_hunt_for_the_blood_orchid_2004,Anacondas: The Hunt for the Blood Orchid,Anacondas: The Hunt for the Blood Orchid,2004-08-26,20000000.0,70992898.0,9,4.9,199,"The blood orchid - A rare flower that holds the secret of eternal life and a fortune to the pharmaceutical company that finds it. Led by a two-fisted soldier of fortune, a scientific expedition is sent deep into the jungles of Borneo to locate and bring back samples of the legendary plant. Battling their way upriver, the explorers brave poisonous insects, ferocious crocodiles and savage headhunters, unaware they're being stalked by an even greater danger: a nest of giant anacondas, voracious, fifty-foot-long flesh-eaters who'll stop at nothing to protect their breeding ground, the blood orchid's home.",,5565,Dwight H. Little
190955,blood_ties_2013,Blood Ties,Blood Ties,2013-08-22,25500000.0,2415472.0,12,6.0,171,"Two brothers, on either side of the law, face off over organized crime in Brooklyn during the 1970s.",Crime runs in the family.,5566,Guillaume Canet
5123,august_rush_2007,August Rush,August Rush,2007-11-21,25000000.0,66122026.0,29,7.1,797,"A drama with fairy tale elements, where an orphaned musical prodigy uses his gift as a clue to finding his birth parents.",An incredible journey moving at the speed of sound,5567,Kirsten Sheridan
4518,elizabeth_1998,Elizabeth,Elizabeth,1998-09-13,30000000.0,82150642.0,14,7.1,334,"The story of the ascension to the throne and the early reign of Queen Elizabeth the First, the endless attempts by her council to marry her off, the Catholic hatred of her and her romance with Lord Robert Dudley.",Declared illegitimate aged 3. Tried for treason aged 21. Crowned Queen aged 25.,5173,Shekhar Kapur
11932,bride_of_chucky_1998,Bride of Chucky,Bride of Chucky,1998-10-16,25000000.0,50671850.0,14,5.5,350,"Chucky hooks up with another murderous doll, the bridal gown-clad Tiffany, for a Route 66 murder spree with their unwitting hosts.",Chucky Gets Lucky.,5409,Ronny Yu
11165,tora_tora_tora_1970,Tora! Tora! Tora!,Tora! Tora! Tora!,1970-01-26,25485000.0,29548291.0,9,6.9,147,"In the summer of 1941, the United States and Japan seem on the brink of war after constant embargos and failed diplomacy come to no end. ""Tora! Tora! Tora!"", named after the code words use by the lead Japanese pilot to indicate they had surprised the Americans, covers the days leading up to the attack on Pearl Harbor, which plunged America into the Second World War.",The incredible attack on Pearl Harbor.,5568,Richard Fleischer
6116,spice_world_1997,Spice World,Spice World,1997-12-19,25000000.0,100000000.0,6,4.7,123,"The film follows the Spice Girls and their entourage (mostly fictional characters) - manager Clifford, his assistant Deborah, filmmaker Piers (who is trying to shoot a documentary on ""the real Spice Girls"") and others in their everyday life.",You say you want a revolution?,5569,Bob Spiers
57431,the_sitter_2011,The Sitter,The Sitter,2011-12-09,25000000.0,34942188.0,19,5.4,325,"Noah, is not your typical entertain-the-kids-no-matter-how-boring-it-is kind of sitter. He's reluctant to take a sitting gig; he'd rather, well, be doing anything else, especially if it involves slacking. When Noah is watching the neighbor's kid he gets a booty call from his girlfriend in the city. To hook up with her, Noah takes to the streets, but his urban adventure spins out of control as he finds himself on the run from a maniacal drug lord.",Worst. Babysitter. Ever.,5231,David Gordon Green
21724,dance_flick_2009,Dance Flick,Dance Flick,2009-05-22,,,7,4.7,71,"Street dancer, Thomas Uncles is from the wrong side of the tracks, but his bond with the beautiful Megan White might help the duo realize their dreams as they enter in the mother of all dance battles.",,5570,Damien Dante Wayans
278,the_shawshank_redemption_1994,The Shawshank Redemption,The Shawshank Redemption,1994-09-23,25000000.0,28341469.0,136,8.5,8205,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",Fear can hold you prisoner. Hope can set you free.,5051,Frank Darabont
9290,crocodile_dundee_in_los_angeles_2001,Crocodile Dundee in Los Angeles,Crocodile Dundee in Los Angeles,2001-04-12,21150000.0,39438674.0,6,4.7,146,"After settling in the tiny Australian town of Walkabout Creek with his significant other and his young son, Mick ""Crocodile"" Dundee is thrown for a loop when a prestigious Los Angeles newspaper offers his honey a job. The family migrates back to the United States, and Croc and son soon find themselves learning some lessons about American life -- many of them inadvertent",He heard there was wildlife in L.A. He didn't know how wild.,5272,Simon Wincer
